HGNC.symbol
ACAP2
ACTR2
ACTR3
ADD1
AEBP2
AGAP1
AGAP3
AGO2
AGO3
AHCTF1
AHSA1
AMD1
ANKRD11
ANKRD12
ANKRD17
ANKRD28
ANP32A
ANP32B
ARFGEF1
ARFGEF2
ARHGAP21
ARHGEF11
ARHGEF12
ARID4A
ARPC4
ARRDC3
ASH1L
ASH2L
ASIC1
ATG4B
ATN1
ATP6V0B
ATXN2L
ATXN7
ATXN7L3
BAHD1
BANP
BAZ1A
BCAR1
BCL3
BCL9L
BMPR2
BNC1
BPTF
BRD1
BRD2
BRPF1
BRWD1
BZW1
C16orf72
CACUL1
CAMSAP1
CAMSAP2
CAMTA2
CAND1
CAPRIN1
CCAR2
CCNC
CCNL1
CDC42BPA
CDH2
CDK12
CDK13
CDKN2AIP
CELF2
CEP170
CEPT1
CFLAR
CHD4
CLK2
CLPX
CLTA
CLUH
CNOT6L
COPB1
COPS5
CPSF6
CPSF7
CRIM1
CSF1
CSK
CSNK1E
CSNK1G3
CSNK2A2
CTBP1
CTDSP1
CTNNA1
CTNNB1
CTPS1
CUL4A
CUL5
CYLD
DAZAP1
DBN1
DDX5
DICER1
DIDO1
DLG4
DLL1
DNAJA2
DNM1
DOCK9
DPP8
DPP9
DPYSL3
DST
DYRK1A
DYRK1B
DYRK2
EFNA5
EIF4A1
EIF4A2
EIF4G1
EIF5
ELL2
EPB41L2
EWSR1
EXOC5
EXT1
EZH2
FAM120A
FAM193B
FASN
FBN1
FBN2
FBXL17
FBXL19
FBXO11
FBXO38
FBXW11
FGFR1
FIGN
FJX1
FKBP8
FNDC3B
FNTA
FOXO3
FOXP1
FRMD4A
FRMD5
FURIN
G3BP2
GABPA
GCLM
GDF11
GGA1
GGNBP2
GIT1
GJC1
GLYR1
GNAQ
GNB2
GNL1
GPS1
GRB10
GRIA2
GSE1
GSK3A
GSPT1
GTF3C1
GTPBP4
HDLBP
HECTD1
HECTD4
HERC4
HERPUD2
HHIP
HIF1A
HIVEP1
HK1
HMBOX1
HNRNPA1
HNRNPA2B1
HNRNPD
HNRNPH1
HNRNPL
