"HGNC.symbol"
"MED13"
"PCF11"
"TAF1"
"BRD4"
"XPO1"
"PRR12"
"PRKDC"
"HDAC4"
"SMG1"
"ZC3H4"
"SMARCA4"
"KMT2E"
"HCFC1"
"UBTF"
"TRRAP"
"GRIN2B"
"USP7"
"ATP1A3"
"EIF3B"
"KMT2B"
"EHMT1"
"JMJD1C"
"MAP3K12"
"TLE3"
"EIF4G1"
"PTCH1"
"KHSRP"
"RBBP6"
"TEX11"
"DYNC1H1"
"SBNO1"
"TAF4"
"TRIM28"
"RBM33"
"FRMPD4"
"ZNF462"
"TET3"
"SPTBN1"
"SATB2"
"USP34"
"ZNF407"
"HNRNPM"
"PIAS1"
"TCF20"
"DLL1"
"ZNF777"
"HNRNPK"
"SCAF8"
"ARID2"
"PHC3"
"FBXO11"
"NOTCH1"
"ILF3"
"ZNF521"
"CTNND2"
"DDX5"
"EP300"
"SP1"
"SPTAN1"
"PPP2R5E"
"RFX3"
"BIRC6"
"DHX9"
"ANKRD11"
"UBA1"
"PTPRD"
"RIF1"
"TIPARP"
"HNRNPU"
"DHX30"
"EIF4A1"
"DOT1L"
"SRRM2"
"PIAS4"
"SON"
"WHSC1"
"MAU2"
"PRKAR1A"
"XPO7"
"RARB"
"RPL4"
"KIAA0430"
"TRAF2"
"ADNP"
"SHANK3"
"CUL4A"
"PCLO"
"ZC3H18"
"VCP"
"GSE1"
"RASA1"
"RANBP9"
"MLLT3"
"YTHDC2"
"MINK1"
"TULP4"
"USP42"
"ZNF592"
"U2AF2"
"ITPR1"
"COL2A1"
"TBX5"
"SETD1A"
"CACTIN"
"MECOM"
"INTS6"
"ZFHX3"
"BAI3"
"RB1CC1"
"SAFB"
"TRAPPC8"
"KDM6B"
"SPTB"
"ZNF292"
"FNBP4"
"RANBP2"
"TKTL1"
"JAG2"
"ATXN2L"
"AEBP2"
"CBLL1"
"ASXL2"
"SP3"
"SRRM1"
"EZH2"
"HNRNPA1"
"ZNF217"
"ITPKB"
"CTCF"
"DIP2C"
"MAPK8IP3"
"SETD1B"
"SFPQ"
"CMIP"
"C11orf30"
"AHR"
"DMD"
"FASN"
"RREB1"
"ZFC3H1"
"PELP1"
"KCNQ2"
"POLR2A"
"FBRS"
"PPP4R2"
"APC"
"NPM1"
"WDR43"
"KDM5A"
"CASKIN1"
"DSCAML1"
"CCNK"
"LRRC4"
"PHF23"
"CECR2"
"F9"
"TMEM63B"
"NCOR2"
"ABCA2"
"ZNF638"
"MKL2"
"GRID2"
"MNT"
"TRIM71"
"EEF2"
"KLF4"
"SCN3A"
"NUP153"
"ANAPC2"
"FOXP1"
"TDRD1"
"CNOT7"
"ZNF516"
"PTBP1"
"HTT"
"RELN"
"PSME4"
"NCL"
"PRPF8"
"HIC2"
"ADRBK1"
"SYMPK"
"TEK"
"PLK2"
"DNM2"
"ZRANB2"
"HCN1"
"NOVA1"
"MLLT10"
"CIC"
"SF1"
"FAT4"
"GLUL"
"NAV3"
"XKR6"
"LPHN1"
"ZNF423"
"DIDO1"
"PRDM16"
"JARID2"
"GRIN2A"
"ELAVL2"
"NFKBIZ"
"DSCAM"
"CBX2"
"ESR1"
"C20orf112"
"RPL7A"
"GDI1"
"TNS3"
"NFKBIA"
"SH3KBP1"
"SKI"
"CHM"
"SMEK1"
"GLYR1"
"PIK3CD"
"NUFIP2"
"COPS4"
"ANKRD12"
"SSBP3"
"YY1"
"DLGAP2"
"DAB2IP"
"HERC2"
"STIP1"
"ACIN1"
"HSPA8"
"JPH3"
"CACNA1I"
"GATAD2A"
"COL1A2"
"DMXL1"
"SMARCA2"
"ARHGAP21"
"CTDSP1"
"ATP9A"
"EIF4A2"
"FBN2"
"GLG1"
"EP400"
"RPGR"
"WNK2"
"MEPCE"
"CSMD1"
"C10orf12"
"KIF26B"
"UBN1"
"UCHL1"
"FRY"
"IGF2R"
"HSP90AB1"
"RNF111"
"UBN2"
"FAM193A"
"SLC6A8"
"MAP3K1"
"IGSF1"
"DYRK1A"
"THSD7A"
"FGFR1"
"COL11A1"
"NR2F2"
"RSRC2"
"CCT4"
"ITCH"
"HNRNPA2B1"
"EWSR1"
"KDM3A"
"BRD2"
"ARHGAP44"
"WDR1"
"SEMA6A"
"MGAT1"
"RP11-1055B8.7"
"NOL4"
"LYN"
"PRDM2"
"FEZF2"
"THRB"
"TRAF3"
"SPAST"
"P4HB"
"LHX2"
"NFIB"
"PSMA7"
"APC2"
"HNRNPUL2"
"CARD11"
"PCNXL3"
"COL6A1"
"TCERG1"
"ZNF384"
"PLXNA4"
"PATZ1"
"DENND1A"
"GPS1"
"AGAP1"
"CSNK1D"
"MAP2K7"
"PABPC4"
"NUDT21"
"HNRNPA3"
"PSMD6"
"FUS"
"RBM14-RBM4"
"CRIM1"
"HEXIM1"
"RPL3"
"TLE1"
"C6orf62"
"VEZF1"
"TAOK2"
"TSHZ1"
"FBXO33"
"YTHDF1"
"TMEM259"
"BCL9L"
"TOPORS"
"SRGAP3"
"RPL18A"
"PIM3"
"HNRNPL"
"GRM7"
"LONP1"
"GABRD"
"UHRF2"
"BRD1"
"KLF7"
"BCAR1"
"ASTN2"
"RLIM"
"NAV2"
"WDR18"
"CBX8"
"LENG8"
"ZBTB21"
"ZNF281"
"PHF13"
"MUC5B"
"KDR"
"NLGN4X"
"CELSR1"
"INHBA"
"SLC6A3"
"CELSR2"
"TFAP2D"
"9-Sep"
"LEMD3"
"AUTS2"
"FAT3"
"SCAF1"
"CSNK1G2"
"GRM5"
"PTPRS"
"NRXN1"
"TP73"
"EPHB1"
"PHACTR3"
"DLC1"
"NTRK3"
"MKL1"
"MBD3"
"DUSP6"
"RPS6"
"ERF"
"MKRN1"
"KCNB2"
"PKNOX1"
"RAN"
"PLXNA1"
"PPP2CA"
"PTGS2"
"HSPH1"
"CTDNEP1"
"SBF1"
"GNB2"
"ERBB4"
"NCOA6"
"PSIP1"
"FOXO3"
"ZIC2"
"CNNM2"
"GANAB"
"FOXJ3"
"GRHL2"
"FGFR2"
"TGFB3"
"SLC8A1"
"CHAMP1"
"DCAF15"
"RPL15"
"COPS6"
"PKNOX2"
"TCF7L2"
"SPRY2"
"BANP"
"PPP1CA"
"KCNH2"
"FMN2"
"KCNN2"
"IQGAP1"
"AFF2"
"ZNF770"
"RPS3A"
"ARID3A"
"RBM15"
"GNA12"
"KCNMA1"
"AC005358.1"
"PACS2"
"TLN2"
"NRIP1"
"RYR3"
"FIGN"
"KCNA4"
"PLCG2"
"USP10"
"BCL11B"
"DCC"
"DIAPH2"
"CLUH"
"RPL18"
"PSMA2"
"PUM2"
"PLXNB2"
"PSAP"
"SP8"
"ZCCHC2"
"EIF5"
"ZFP36L2"
"LOX"
"PHF3"
"IKZF2"
"REST"
"UBE2I"
"TNRC18"
"SIPA1L2"
"ATP6V1B2"
"ULK1"
"NSDHL"
"CXorf22"
"HNRNPF"
"C16orf72"
"CNTNAP5"
"YWHAG"
"ZBTB10"
"ZZEF1"
"GNAZ"
"GATA2"
"DLX1"
"EEF1A1"
"ARHGEF17"
"FAM160A2"
"RPL9"
"SATB1"
"AKAP13"
"ERC2"
"ZNRF3"
"KIAA1549"
"LARGE"
"HNRNPC"
"AP3D1"
"BCR"
"PLCB1"
"SETX"
"CSMD3"
"SMG6"
"SRSF7"
"REXO1"
"HP1BP3"
"EOMES"
"ANTXR1"
"DAG1"
"PIAS3"
"ELL"
"IRX5"
"CYFIP1"
"EGLN1"
"PDZRN3"
"PPP6R1"
"GLTSCR1"
"PANK4"
"MYH11"
"ANKRD50"
"CDC34"
"C3"
"IGF1R"
"ADCY9"
"KCNQ5"
"SS18L1"
"RPL8"
"NAF1"
"AHNAK"
"MTSS1L"
"XAB2"
"MAGEE1"
"EIF3F"
"SLC9A3"
"TCOF1"
"LAMA5"
"ZCCHC14"
"ZXDB"
"SCRIB"
"MAGEL2"
"COL27A1"
"PIP5K1C"
"ARHGAP4"
"TAF1L"
"TUBA1B"
"TUBB3"
"HMGB2"
"MOB1A"
"RPL13"
"CAPN15"
"ATXN1"
"BRD3"
"VPS26B"
"NUP62"
"LRP1B"
"TRIM41"
"ETV6"
"LRRN1"
"CORO1A"
"PPIG"
"FAM46C"
"RPS5"
"SIX3"
"CCAR2"
"MAP3K8"
"TSC22D2"
"CFH"
"SEC16A"
"SLC5A3"
"SLC5A3"
"CDK13"
"PDGFRB"
"UTY"
"SLC20A2"
"TSC22D1"
"R3HDM1"
"RPS11"
"SKIV2L2"
"HOXA11"
"BRSK2"
"FOXG1"
"HNF1A"
"PRCC"
"EIF2B4"
"DSG1"
"FAM208B"
"DERL2"
"MSH2"
"PURA"
"RBFOX1"
"XYLT1"
"KIAA2026"
"SLITRK1"
"RNF126"
"PCGF3"
"ZNF318"
"PHOX2B"
"SLITRK3"
"BNC2"
"JAK2"
"CSTF1"
"KIF1C"
"RALGDS"
"LRP5"
"ZC3H14"
"HMBS"
"RUNX2"
"ALKBH5"
"IRF8"
"CXXC1"
"MAF1"
"EIF3I"
"VPS4A"
"AFF1"
"ETV1"
"BEND3"
"ZNF503"
"HNRNPLL"
"EGFR"
"EMD"
"EN1"
"MAZ"
"PCDH10"
"KANSL1L"
"HSP90AA1"
"EPHA6"
"MIER2"
"FIP1L1"
"KDM5D"
"CRTC3"
"SOX4"
"FAM83H"
"ZNF628"
"ALYREF"
"TRAM1"
"AES"
"RIMBP2"
"SRRT"
"COL4A3BP"
"SNX13"
"ZIC1"
"MMP2"
"STRN"
"PVRL3"
"DGKD"
"CDH9"
"ARHGDIG"
"GABRA1"
"KCNH7"
"CYLC1"
"IGSF3"
"NFRKB"
"SRSF6"
