"HGNC.symbol"
"ACAP2"
"ACTR2"
"ACTR3"
"AGO2"
"AGO3"
"ANKRD17"
"ARF1"
"ARFGEF1"
"ARHGEF12"
"ASH1L"
"BPTF"
"BRPF1"
"CAND1"
"CELF2"
"CHD4"
"CNOT6L"
"COPS5"
"CPSF4"
"CPSF6"
"CSK"
"CSNK1E"
"CSNK2A2"
"CTBP1"
"CTNNA1"
"CTNNB1"
"CTPS1"
"CUL5"
"CYLD"
"DAZAP1"
"DICER1"
"DLG4"
"DNAJB5"
"DNM1"
"DNMT3A"
"DOCK9"
"DYRK1A"
"EIF4A1"
"EIF4A2"
"EZH2"
"FAM120A"
"FBN1"
"FBXL19"
"FBXO11"
"FBXW11"
"G3BP2"
"GABPA"
"GGNBP2"
"GNAQ"
"GNB2"
"GRIA2"
"GSK3A"
"GSPT1"
"GTF3C1"
"HDLBP"
"HECTD1"
"HECTD4"
"HERC4"
"HK1"
"HNRNPH1"
"HNRNPL"
"HNRNPUL1"
"HSPA8"
"INTS6"
"IPO7"
"ITPR2"
"KCNB1"
"KCTD9"
"KEAP1"
"KLHL20"
"KMT2A"
"KPNB1"
"MACF1"
"MAPK1"
"MAPK14"
"MAU2"
"MEIS1"
"MYCBP2"
"MYO5A"
"NAA15"
"NLK"
"NOVA2"
"NR2C2"
"PAFAH1B1"
"PAK1"
"PAPOLA"
"PATZ1"
"PCBP2"
"PDE10A"
"PDIK1L"
"PHF19"
"PHF2"
"PI4KB"
"PLCB4"
"PLCG1"
"PLCL2"
"PLXNB1"
"POGK"
"POLR2A"
"POLR2B"
"PPP2CA"
"PPP2R2A"
"PRKCA"
"PTK2"
"R3HDM2"
"RBM17"
"RBPJ"
"RNF145"
"ROCK2"
"SAP130"
"SEPHS1"
"SETD1B"
"SETDB1"
"SF1"
"SF3A3"
"SF3B3"
"SLC9A1"
"SMAD2"
"SMARCA2"
"SPPL3"
"SPTAN1"
"SPTBN1"
"SSRP1"
"STT3B"
"SYNGAP1"
"TAOK1"
"TBL1XR1"
"TCF4"
"TLE3"
"TLE4"
"TLK2"
"TMEM63B"
"TNPO2"
"TRAF7"
"TRIM24"
"TRIM39"
"UBAP2L"
"UBC"
"UBE2H"
"UBE2I"
"UBE2Q1"
"UBTF"
"UHRF2"
"USP22"
"USP24"
"USP7"
"XPO1"
"XPO5"
"YWHAZ"
"YY1"
"ZBTB12"
"ZBTB7A"
"ZEB2"
"ZFR"
"ZFX"
"ZMYM4"
"ZMYND11"
