"HGNC.symbol"
"ANGPT1"
"AR"
"ARID5B"
"BAG6"
"BMP2"
"CFLAR"
"CTNNB1"
"CYP26B1"
"DCHS1"
"DLG1"
"DLG5"
"DLL1"
"EFNB2"
"EMX2"
"EPHA4"
"EPHA7"
"EPHB2"
"ESR1"
"FAT4"
"FBN1"
"FGFR1"
"FGFR2"
"FOXJ1"
"FRS2"
"GATA2"
"GDF11"
"GLI2"
"GPC3"
"HAS2"
"HOXA11"
"IQGAP1"
"KIF26B"
"KIRREL3"
"KLHL3"
"MAGED1"
"MAGI2"
"MTSS1"
"MYC"
"NFIA"
"NOTCH1"
"NRP1"
"NUP85"
"PAX8"
"PBX1"
"PDGFRA"
"PDGFRB"
"PLAG1"
"PPAT"
"PRLR"
"PROX1"
"PSAP"
"PTCH1"
"PYGO1"
"PYGO2"
"RARA"
"RARB"
"RARG"
"RDH10"
"RET"
"RXRA"
"SEC61A1"
"SFRP1"
"SIM1"
"SMAD1"
"SMAD2"
"SMAD4"
"SMAD5"
"SMARCC1"
"STAT1"
"TEK"
"TFAP2B"
"TGFB2"
"TIPARP"
"TP73"
"UBE3A"
"ZBTB16"
