HGNC.symbol
ACTA2
ACTB
ACTG2
ACTN4
ACVRL1
AFF4
AMER1
ANLN
AP2S1
APOA1
ARID1A
ARID1B
ARMC5
ASXL1
AVP
BCOR
BMP4
BRAF
CACNA1S
CASP10
CDC5L
CDC73
CDKN1B
CDKN1C
CFHR5
CHD7
COL4A1
COL4A5
COL5A1
COPA
COX7B
CREBBP
CUL3
DLL4
DLX4
DSTYK
EDNRA
EHHADH
ENG
EYA1
FAM58A
FGF10
FLCN
FLNA
FLT4
FN1
FOXC1
FOXC2
FOXF1
FUZ
FXYD2
GATA3
GATA6
GCM2
GDF2
GDNF
GLI3
GNA11
GNAS
GNAS-AS1
GNB1
GSN
HDAC8
HNF1B
HNF4A
HOXA13
HOXD13
HRAS
INF2
IRF6
JAG1
KANSL1
KAT6B
KCNA1
KCNH1
KCNJ5
KCTD1
KDM1A
KDM6A
KMT2D
KRAS
LMX1B
LYZ
MAFB
MAP2K1
MAP2K2
MAPRE2
MIR17HG
MNX1
MUC1
MYCN
MYH9
NF1
NIPBL
NLRP3
NOTCH2
NOTCH3
NR3C2
NSD1
PAX2
PHEX
PIEZO2
PIK3CA
PIK3R2
PITX2
PKD1
PKD2
PORCN
PROKR2
PTEN
PTH
PTPN11
PUF60
RAI1
RAP1A
RAP1B
RERE
ROBO2
RPL11
RPL26
RPL35A
RPL5
RPS10
RPS17
RPS19
RPS24
RPS26
RPS28
RPS29
RPS7
SALL1
SALL4
SCN4A
SDHB
SDHC
SEMA3E
SETBP1
SF3B4
SHH
SIX1
SIX2
SIX5
SLC16A12
SLIT2
SMAD3
SMARCE1
SMC1A
SOX11
SOX17
SOX9
SPECC1L
SRCAP
STK11
STX16
TBX18
TERC
TFAP2A
TNFRSF1A
TP63
TRPC6
TSC1
TSC2
TTR
TWIST2
UMOD
UPK3A
VANGL1
WNK4
WNT5A
WT1
YAP1
ZNF687
GREB1L
ATP1A1
PSMD12
FGFR3
