HGNC.symbol
SMARCD1
PAK2
STAG2
RBM22
SPPL3
USP7
FADS1
DKC1
CUX1
AP1M1
NACC1
RBM5
CCAR1
SMC3
UBTF
QRICH1
NCBP1
AP2B1
BAZ1B
PPP2R5D
TNPO3
ACTN1
CNOT2
AP2M1
YY1
POLR2B
RBM25
USP5
ATP6V1A
WDR82
CARM1
TUBB2A
KLHDC3
EHMT2
SMARCA4
CHD3
PTPRS
EIF2S3
RBM17
PLXND1
SND1
CELF1
CTCF
SF3B4
PRPF40A
PAFAH1B1
TUBB2B
USP22
MYH9
MAP4K4
SYNCRIP
DNMT1
DAZAP1
STT3B
CS
MTA1
EZH2
KDM1A
TARDBP
HDAC3
NRBP1
EFTUD2
PRPF8
AHCYL1
ABCE1
G3BP2
PPP2CB
COPS4
SF1
ADAM10
ATP2A2
TNKS2
COPS2
ACTR2
ACTR3
TM9SF2
SF3A3
PSMD1
PSMD14
NR2F2
RUVBL2
SMC1A
VPS35
ETF1
PLXNB2
ACLY
TM9SF3
CUL1
PSMC1
PBX1
FAM120A
UBAP2L
SF3B3
CUL3
NCKAP1
VCP
IK
TOP2B
DDX6
HNRNPH2
IPO5
MTA2
RAN
SMARCB1
COPA
PPM1G
PSMC2
UBE2I
FXR1
STT3A
SIN3B
IPO7
TOP1
XPO1
SF3B1
MAPK1
RHOA
HNRNPR
SPIN1
HNRNPUL1
CLTC
SEC61A1
CSDE1
CHD4
MAT2A
ACTA2
PUF60
DDX3X
EIF3E
HDLBP
PSMC4
PA2G4
COPS5
PPP4C
PPP1CB
RBBP4
U2AF2
EIF3D
CSNK2B
ILF2
CTBP1
ACTN4
EIF4A2
TOP2A
AKT1
TRA2B
UBA1
SF3B2
FLNA
HDAC2
DHX15
PPP1CC
DHX9
PRKAR1A
PSMC5
RBM39
PSMC6
PSMC3
SRSF1
KPNB1
PPP2R1A
CTNNA1
H2AFY
SNRNP70
COL1A1
SSRP1
DDB1
HNRNPL
TUBB4B
DDX17
YWHAZ
ITGB1
RAC1
GNB1
GNB2
CSNK1A1
GNAI2
PPP2CA
NONO
ARF1
PCBP1
PABPC1
HNRNPK
ATP1A1
DDX39B
PRMT1
COL3A1
HNRNPU
EIF4A1
HNRNPH1
HSPA5
TUBA1A
CTNNB1
TUBA1B
HSPA8
H3F3A
TUBB
EEF2
ATP5B
ACTB
ACTG1
EEF1A1
