"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3AAAS"
"ABR"
"ACTB"
"ACTC1"
"ACTG1"
"ACTN1"
"ACTR2"
"ACTR3"
"ARHGAP35"
"ARHGEF12"
"ARHGEF2"
"BTK"
"CDC42BPB"
"CIT"
"CKAP5"
"CLASP1"
"CLASP2"
"CLTC"
"COPS2"
"COPS4"
"CSK"
"CTNNA1"
"CTNNB1"
"CUL3"
"CYFIP2"
"DDX39B"
"DLG4"
"DOCK2"
"DOCK3"
"DOCK7"
"DOCK9"
"DYNC1H1"
"ELMO2"
"FGD1"
"FLNA"
"ITGB1"
"ITSN1"
"JAG1"
"KALRN"
"KDM1A"
"KIF2A"
"KIF5A"
"KLC1"
"LCK"
"MAPK1"
"MAPK14"
"MEN1"
"MYH10"
"MYH9"
"MYO9B"
"NCKAP1"
"PAFAH1B1"
"PAK1"
"PAK2"
"PAK3"
"PHIP"
"PIK3CA"
"PLXNA1"
"PLXNB1"
"PLXND1"
"PPP1CB"
"PPP1CC"
"PPP2CA"
"PPP2CB"
"PPP2R1A"
"PPP2R5D"
"PPP2R5E"
"PREX1"
"PRKCA"
"PRKCB"
"PRKCD"
"PTK2"
"RAC1"
"RALGAPA1"
"RAPGEF1"
"RHOA"
"RNF20"
"ROCK1"
"ROCK2"
"SPTAN1"
"SPTBN1"
"SRC"
"SRGAP2"
"TAOK1"
"TRA2B"
"TRIO"
"TUBA1A"
"TUBA1B"
"TUBA4A"
"TUBB2A"
"TUBB2B"
"TUBB3"
"TUBB4A"
"TUBB4B"
"USP9X"
"VAV1"
"VCP"
"XPO1"
"YWHAZ"
