HGNC.symbol
ADAM17
CCND2
CSNK1E
CTNNB1
CUL1
DLL1
HDAC2
HDAC5
JAG1
JAG2
LEF1
MAML1
MYC
NCOR2
NCSTN
NKD1
NOTCH1
PPARD
PTCH1
RBPJ
SKP2
