"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3AAAS"
"ABL1"
"ACTB"
"ACTN1"
"ACTR2"
"ACTR3"
"ADD3"
"AHCTF1"
"AKAP13"
"ANKFY1"
"AR"
"ARHGAP21"
"ARHGAP23"
"ARHGAP25"
"ARHGAP26"
"ARHGAP29"
"ARHGAP30"
"ARHGAP31"
"ARHGAP32"
"ARHGAP35"
"ARHGAP4"
"ARHGAP42"
"ARHGAP44"
"ARHGAP5"
"ARHGAP6"
"ARHGEF11"
"ARHGEF12"
"ARHGEF17"
"ARHGEF2"
"ARHGEF6"
"ARHGEF7"
"ARHGEF9"
"ARPC2"
"ARPC4"
"ATP6AP1"
"BCR"
"BTK"
"CALM1"
"CCDC88A"
"CCNE1"
"CCT2"
"CCT6A"
"CCT7"
"CDC42BPA"
"CDC42BPB"
"CENPI"
"CIT"
"CKAP5"
"CLASP1"
"CLASP2"
"CLTC"
"COPS2"
"COPS4"
"CPSF7"
"CSK"
"CTNNA1"
"CTNNB1"
"CUL3"
"CYBB"
"CYFIP1"
"CYFIP2"
"DAAM1"
"DBN1"
"DDX39B"
"DDX4"
"DEF6"
"DIAPH1"
"DIAPH2"
"DLC1"
"DLG4"
"DLG5"
"DOCK2"
"DOCK3"
"DOCK9"
"DSG1"
"DSP"
"DST"
"DYNC1H1"
"DYNC1LI1"
"DYNC1LI2"
"ERCC6L"
"EVL"
"FAF2"
"FAM135A"
"FAM169A"
"FERMT2"
"FGD1"
"FGD5"
"FLNA"
"FMNL1"
"FMNL2"
"FRS2"
"GIT1"
"GIT2"
"GPS1"
"HNRNPC"
"HSP90AB1"
"IQGAP1"
"ITGB1"
"ITSN1"
"JAG1"
"KALRN"
"KDM1A"
"KIF2A"
"KIF5A"
"KIF5B"
"KLC2"
"LCK"
"LEMD3"
"LIMK1"
"LRRC1"
"LRRC41"
"MAPK1"
"MAPRE1"
"MCF2"
"MEN1"
"MFN2"
"MOSPD2"
"MSI2"
"MTMR1"
"MYH10"
"MYH9"
"MYO9B"
"NCKAP1"
"NCOA2"
"NDEL1"
"NF2"
"NHS"
"NISCH"
"NUP85"
"NUP98"
"OCRL"
"OPHN1"
"PAFAH1B1"
"PAK2"
"PAK3"
"PDPK1"
"PHIP"
"PICALM"
"PIK3CA"
"PIK3R1"
"PKN2"
"PLK1"
"PLXNA1"
"PLXND1"
"PPP1CB"
"PPP1CC"
"PPP1R12A"
"PPP2CA"
"PPP2R1A"
"PPP2R5B"
"PPP2R5C"
"PPP2R5D"
"PPP2R5E"
"PREX1"
"PRKCB"
"PRKCD"
"PTK2"
"PTK2B"
"RAB7A"
"RAC2"
"RALGAPA1"
"RANBP2"
"RAP1GDS1"
"RAPGEF1"
"RBBP6"
"RCC2"
"RND3"
"ROCK1"
"ROCK2"
"RRAS2"
"SCAI"
"SCFD1"
"SCRIB"
"SENP1"
"SH3PXD2A"
"SLITRK3"
"SOS1"
"SOS2"
"SPEN"
"SPTAN1"
"SPTBN1"
"SRC"
"SRF"
"SRGAP1"
"SRGAP2"
"SRGAP3"
"SRRM1"
"STIP1"
"STMN2"
"TAOK1"
"TAOK3"
"TIAM1"
"TRA2B"
"TRIO"
"TUBA1A"
"TUBA1B"
"TUBB2B"
"TUBB3"
"USP9X"
"VAV1"
"VCP"
"WAS"
"WASF1"
"WASF2"
"XPO1"
"YWHAB"
"YWHAE"
"YWHAG"
"ZNF512B"
