Gene Name
AANAT
ABCA13
ABCA5
ABCA9
ABCB9
ABCF1
ABHD12
ABHD14B
ABHD17A
ABHD4
ABI2
ABL1
ABTB1
ACD
ACOT7
ACSF3
ACSL1
ACSL3
ACSS2
ACTL6B
ACTN4
ACTR3B
ACVR2B
ACVRL1
ACY1
ACYP2
ADAM28
ADAMTS6
ADAMTSL5
ADARB2-AS1
ADD1
ADD3-AS1
ADGRG1
ADIPOR1
ADRM1
AFF1
AFG3L2
AGAP3
AGL
AGO1
AGTPBP1
AHNAK
AHSA2P
AK3
AK5
AK7
AKAP7
AKAP9
AKIRIN1
AKR1B1
AKR7A2
AKT1S1
AKT2
ALAD
ALDH1L2
ALG10B
ALG1L13P
ALX1
AMDHD2
AMPD2
ANAPC4
ANGEL1
ANKAR
ANKLE2
ANKRD11
ANKRD13B
ANKRD40
ANKRD44
ANKRD50
ANKS6
ANKZF1
ANP32A
ANTXR2
AOPEP
AP1G2
AP1S1
AP2A2
AP2M1
AP4E1
AP5B1
APOBEC3B
APOL2
APOLD1
APPL2
ARF4
ARFGEF1-DT
ARHGAP27P1-BPTFP1-KPNA2P3
ARHGAP29
ARHGAP4
ARHGEF1
ARHGEF15
ARHGEF4
ARID5A
ARIH1
ARL2BP
ARL3
ARL8A
ARMC10
ARMC7
ARMH3
ARMH4
ARMT1
ARPC4
ARPC4-TTLL3
ARPC5L
ARRDC3
ARSA
ART4
ASAP1
ASB1
ASB16
ASB3
ASB8
ASPHD2
ASPSCR1
ASXL3-DT
ATF1
ATG14
ATG16L1
ATG3
ATG9A
ATIC
ATMIN
ATP11B
ATP13A2
ATP13A4
ATP1B3
ATP2A2
ATP2C1
ATP6AP2
ATP6V0C
ATP6V1B1-AS1
ATP6V1E2
ATRN
ATXN1-AS1
ATXN2L
ATXN7L3
AUH
AXIN1
AXL
AZI2
B3GALT9
B3GAT3
B3GLCT
B4GALT5
B4GALT7
BAG1
BAHCC1
BAIAP2-DT
BAIAP2L2
BAIAP3
BAZ2A
BBOF1
BBS7
BBS7-DT
BCAP31
BCAR1
BCAS3
BCAT2
BCL2
BCL6
BCL7A
BEND3
BHLHE40
BIRC7
BLOC1S3
BMP1
BMP8B
BNIP2
BNIP3L
BORCS5
BRCA2
BRD2
BRD3
BRD3OS
BRD7
BRF1
BRI3BP
BRMS1L
BROX
BTBD6
BTG1
BTG1-DT
BZW1
C11orf24
C12orf57
C16orf74
C18orf21
C18orf25
C18orf32
C19orf73
C1GALT1
C1orf52
C1QL4
C1QTNF6
C2CD2L
C2CD4C
C2orf42
C3orf62
C3orf80
C4orf47
C6orf52
C8orf82
C9orf116
C9orf163
CA11
CAB39
CABIN1
CACNA1C-IT1
CACNA2D2
CALCOCO2
CALM1
CALML4
CAMLG
CAPNS1
CARD10
CARD8
CARM1
CARS1
CARS2
CASC3
CASD1
CASP2
CASP9
CAST
CASZ1
CATSPER2P1
CBFA2T2
CBFB
CBLL1
CCDC12
CCDC14
CCDC157
CCDC159
CCDC186
CCDC192
CCDC28A
CCDC28A-AS1
CCDC40
CCDC43
CCDC59
CCDC7
CCDC77
CCDC8
CCDC85C
CCDC86
CCDC91
CCDC92
CCN1
CCN2
CCND3
CCNDBP1
CCNH
CCNI
CCNL1
CCPG1
CCZ1
CCZ1B
CD151
CD164
CD248
CD276
CD2AP-DT
CD47
CD55
CD63
CD63-AS1
CD81
CD99L2
CDC16
CDC25B
CDC25C
CDC37L1
CDC37L1-DT
CDC42EP5
CDCA4
CDH4
CDHR2
CDK10
CDK17
CDK2AP1
CDK9
CDKL3
CDKN2A
CDKN2AIPNL
CDKN2B-AS1
CDYL2
CECR3
CELF1
CEND1
CENPB
CENPC
CENPN-AS1
CEP135
CEP164
CERK
CEROX1
CERS4
CFAP54
CFAP97
CFAP99
CFDP1
CGRRF1
CHAMP1
CHD7
CHRNA2
CHST10
CHSY3
CILP2
CIR1
CIRBP
CKAP4
CLASP2
CLBA1
CLCA4-AS1
CLCN7
CLDND1
CLIC4
CLINT1
CLIP1
CLK3
CLN8
CLSTN1
CLTB
CLUH
CMTM3
CMTM7
CNDP2
CNGA4
CNIH3
CNNM3
CNOT2
CNOT8
CNOT9
CNPPD1
COG1
COPA
COPS7A
COQ8A
COTL1
COX19
COX7A2L
CP
CPLX1
CPSF6
CRACR2B
CRBN
CRCP
CREBL2
CREBRF
CRIPT
CRTAP
CRTC2
CSDE1
CSF1
CSGALNACT2
CSGALNACT2-DT
CSRP2
CTBP1-DT
CTBP2
CTDSP1
CTDSP2
CTNNA1
CTNNA3
CTNNB1
CTU2
CUEDC1
CUL3
CUL4A
CUTC
CWF19L2
CYB561
CYP2E1
CYP2R1
CYP2S1
CYRIB
CZIB
CZIB-DT
DAB2
DAB2IP
DAG1
DAZAP2
DBF4
