Gene Name
CDKN1C
DMD
GJA1
NR3C1
MITF
ATXN7
THBD
GDNF
GNAS
AGTR1
CACNB4
CHRM2
GABRA5
GABRB2
GLRB
HMGCR
PPP3CA
PPP3R1
RARB
RPL29
STX16
UBE2W
GRB10
GRB10
GRB10
GDF6
PIM3
EXOSC10
MCTP1
BTBD7
HMGXB4
TSPYL6
RPS3
KDM2B
YPEL2
EBF3
SUMO2
ERBIN
CHRM2
CHRM2
CHRM2
CHRM2
CHRM2
CHRM2
CHRM2
L3MBTL3
CXCR4
FAM83B
ZC3H12B
RAP1B
SEPTIN7
CREB5
KCNMA1
CRMP1
ZNF638
RUNX2
SP3
KIAA2026
NR3C1
NR3C1
NR3C1
NR3C1
PUM1
NR3C1
GPHN
RUNX2
BCL7A
CYB5RL
CSNK1G3
ZNF704
CYFIP2
REV1
CDC42SE2
HEPACAM2
GK5
ZNF674
ZNF384
DCLK2
ADAMTSL1
CEP170
CEP170
GLIS3
CSNK1G3
SCYL1
TOP2B
HS6ST2
GNAS
GNAS
GNAS
MYBL1
CEP57L1
ANKRD12
CMKLR2
HMGCS1
RNF169
RIMS2
TMEM170B
ZNF219
ZFAND5
ZFAND5
ZNF219
FMN1
ELOVL7
MECOM
MECOM
KIF13A
PTPRB
ADAM10
UBE2K
UBE2K
PDE4A
SLC44A3
TP63
TP63
TP63
CDKN1C
CDKN1C
AUTS2
PHTF2
PHTF2
COL13A1
PDE10A
SUN1
HMGCR
MEF2C
TMEM106B
SLC6A6
P3H2
STX16
STX16
FERMT2
LRRC15
NEDD1
NEDD1
NEDD1
LRP12
SINHCAF
SINHCAF
CEMIP2
RIC1
PLS3
AKIRIN1
SERPINE2
SERPINE2
TLK1
TLK1
MEMO1
RAB11FIP3
SMC6
EMC8
SIRT1
BBX
TGFBRAP1
AMIGO2
PPP1R12A
C2orf74
C2orf74
CDYL
CDYL
RGPD3
DTWD1
NEDD4L
SKIL
NR2F2
SIN3A
OTUD1
SCRN1
SORBS2
SORBS2
SORBS2
SORBS2
SORBS2
SORBS2
SOX6
SOX6
TANC1
TCF7L2
TCF7L2
TCF7L2
TCF7L2
TCF7L2
ANK3
SLC25A4
NPTN
WWC1
WWC1
PPP2R5C
PPP2R5C
MECOM
MECOM
PPP6R3
PPP6R3
PPP6R3
PPP6R3
LRCH1
TRIM43B
EIF4ENIF1
PDZRN4
NPAS3
ZFHX3
GABRA5
ZNF268
ZNF268
ZNF268
ZNF268
ZNF268
NPAS3
GLRB
GLRB
CADM2
CADM2
FLI1
CITED2
CITED2
BACH2
ITM2A
ZEB2
SUN1
CSRNP3
PLS3
RRM2B
RRM2B
NEO1
RAB40C
RAB40C
RAB40C
RAB40C
PPARGC1B
SP3
PCDH7
CPEB2
CPEB2
CPEB2
CPEB2
GRIP1
SCAMP5
ZBTB33
SLITRK4
SLITRK4
CLDN12
GDNF
GDNF
ORC4
ORC4
ORC4
RBBP5
RBBP5
SLC24A2
MEF2C
MEF2C
MEF2C
MEF2C
DIDO1
PDZD7
MLLT10
GCLC
TCF7L2
TCF7L2
TCF7L2
TCF7L2
TCF7L2
TCF7L2
TCF7L2
CUL2
CUL2
CUL2
FOXJ3
AMMECR1L
SMURF1
BMP2
ZNF559-ZNF177
CUX1
ANKRD12
COMMD3-BMI1
NBEA
NR3C1
NR3C1
NR3C1
NR3C1
NR3C1
NR3C1
NR3C1
KCNA2
ANK3
ANK3
ZNF587
STX16
MECOM
KLF9
ATP5MK
ATP5MK
IRF6
ARID4B
CSPG5
M6PR
ATAD2B
NCOA6
