HGNC.symbol
TPM1
GM2A
GJA8
CNTN5
FAM92B
FAM208B
DNAH11
NOL4
ATP6V1B2
SURF6
KRTAP5-1
TTLL12
ADAM2
WDR18
NUP153
IFNB1
TSPYL2
HNRNPA1
OR9G4
PUF60
LILRB1
COL6A3
PCDHA8
FAM46C
FBP1
TELO2
HNRNPC
COL6A2
NR1H2
CXCL1
CXXC1
XPNPEP1
CARD14
MAPK1IP1L
TRAPPC2L
CIDEC
C2orf27A
HAGHL
PSMA2
IFIT2
EPPK1
ZFYVE28
SMARCA4
LURAP1L
PPAN
FAM134A
GCFC2
MICAL2
C14orf159
PLEC
KLHL1
C4orf3
COX7A2
ASIC3
SERPINB2
MAP3K8
TET3
PRSS57
TMPRSS3
TRIM71
LENG8
ZNF302
CRELD1
MYOCD
FAM150B
TPSD1
OR2M4
HSPA8
WDR70
SERHL2
NAV3
SULT1B1
KIAA1522
TMEM261
DNAJB6
ZNF423
ARHGEF26
PLK4
KAT5
HNRNPL
OR9Q2
PRR24
FUS
IL3RA
LAMA5
SLC9A9
NUDT7
PGAM5
OR2T33
RP1L1
FRMPD4
FZD1
TDRD6
HIST1H2BO
DLGAP2
OR6M1
NHEJ1
TLCD1
NAP1L2
ARHGDIG
