Gene Names
C1orf112
GCLC
CYP51A1
RAD52
CD99
NDUFAB1
MCUB
GCFC2
KMT2E
ZFX
TMEM132A
ZNF263
GGCT
DBF4
PAF1
CDKL3
MARK4
LUC7L
DNAJC11
JARID2
CAMK1G
NADK
CYB561
RPS20
RANBP9
METTL13
NCAPD2
NME1-NME2
MKS1
RNF216
PPP5C
BRCA1
MBTPS2
PSMC4
POLR3B
ZC3H3
MATR3
NUDCD3
AGPS
TTC27
ZFP64
SERPINB1
ERP44
DERA
GCLM
PHF20
NR1H3
TYMP
B4GALT7
VRK2
BRD9
RABEP1
PEX3
NSMAF
TBC1D23
ZZZ3
NSUN2
MRI1
EDC4
TRIO
CLEC16A
MED17
CUL7
PHKA2
ATP6V1H
FAM214A
GOPC
RRM2B
PER3
CLPTM1L
LETMD1
BCAR1
SIKE1
FOXC1
RELT
USP36
ZFR
MSH4
GDI2
ZC3H11A
RIOK2
FLYWCH1
MXD1
YBX3
WNK1
MPC1
DGAT2
EIF4B
MED29
CCN5
TNPO3
HMG20B
ZNF76
GNAI3
PKN2
TRAM2
ZC3H15
CDK13
KDM4A
NFYC
MYO9A
TRAM1
PKM
HDAC4
OTUD5
GRIPAP1
IP6K2
NUP133
ATP1B3
NEDD4
PIGB
RAB27A
LRP6
ELP1
SLC44A1
FSTL3
PTPN21
EIF2B3
RPL31
TRIP13
HLTF
CPSF1
PDCD2
TRNT1
DERL2
NDE1
PDE8A
NLE1
KDM5A
IGF2BP2
CLASP1
MRPS34
EED
NCBP3
ZZEF1
ENO1
TUBE1
NUP37
ZNF638
SLC25A40
RASAL2
VPS9D1
SLC25A3
FOSL2
ACTB
MKRN2
REXO2
RBM7
MLH1
KLHL20
TOP2B
TM9SF3
FAM76B
ZCWPW1
SDF4
RAPGEF3
SENP1
CARMIL1
PGM1
DDX1
SRCAP
CNOT4
RBL1
JMJD4
WDR70
C5orf22
NFE2L1
PALB2
LYRM2
ITGAE
OXCT1
SLC27A5
ZNF446
STARD7
SLCO1A2
NKAIN1
AK6
SEH1L
WDR47
RRN3
MTIF2
CHERP
MTMR2
GNAO1
KLHL42
DNM1L
ANKRD10
TGDS
KIF9
CRLS1
NSFL1C
DYNLL1
RPL6
MAPKAPK5
ERP29
FUS
CDIP1
MLF2
DDX24
RCOR1
MRPS33
NDUFB2
NUDC
TFAP4
SPG21
GOLGA3
USP48
PDPR
DLD
WDR7
TXNL1
IL5RA
CDV3
SPAG7
TINF2
SNAP23
MFSD11
CBX5
DHPS
CREM
SIRT1
SYDE2
TMED1
MZF1
PSMD8
BCL7C
CIRBP
IZUMO4
MKNK2
LZTR1
YPEL1
SNRPD3
TOP3B
HIRA
XBP1
JOSD1
POLDIP3
HMGXB4
PDGFB
FOXRED2
EIF3D
TRMU
KHNYN
PPM1A
SRP54
RABGGTA
TRPC4AP
ADNP
SLCO4A1
DIDO1
HM13
SEC23B
POFUT1
CDK5RAP1
AHCY
DNTTIP1
CELF4
CEP192
POLA1
MCTS2P
RBBP7
PQBP1
TAFAZZIN
HTATSF1
RBM3
NDFIP2
FNDC3A
ARHGEF7
MRPS31
VWA8
CLN5
PHKB
NUTF2
CENPT
PLLP
MMP15
USB1
CIAO3
CLCN7
ANTKMT
SLC7A5
METRN
NUBP1
CAPN15
PIEZO1
GGA2
HMOX2
DNAJA3
MAZ
HERC1
TRIP4
RAB11A
TTC23
ZNF106
DTWD1
GABPB1
CSPP1
ZFAND1
NBN
DECR1
JPH1
GDAP1
EIF3E
SPAG1
CHRAC1
SNX16
EEF1D
ERI1
ARHGEF10
KLHDC4
MCM4
MAP4K1
OAZ1
STX10
SGTA
C19orf53
VRK3
RPS16
DYRK1B
PRKD2
TJP3
PTPRS
FAM83E
PIK3R2
GTPBP10
GSDME
TTC26
MET
SSBP1
COBL
GARS1
CASP2
EIF3B
NRF1
ZNF862
COA1
YKT6
EIF4H
FKTN
LHX6
DNM1
MPDZ
EDF1
PIP5K1B
EXOSC3
CCNJ
TRDMT1
NSMCE4A
UNC5B
GTPBP4
EDRF1
TASOR2
CCDC6
PPIF
UBTF
PSMD3
CASC3
RAD51C
MTMR4
DHX40
GOSR2
CDK5RAP3
CPD
MED31
DRG2
C17orf75
NAGLU
EZH1
LRRC59
LUC7L3
OCIAD1
ZNF330
DDX25
KMT5B
EIF4G2
BIRC2
HIPK3
PDHX
CHKA
CAPRIN2
KCTD10
SLC11A2
BCL7A
MAGOHB
PRR4
GPN3
VPS29
CDKN1B
DDX55
SLC38A1
NUP107
CNOT2
MRPL51
GAPDH
NOP2
COPS7A
ATN1
C12orf57
C2CD5
RIC8B
SRSF9
TDP2
RWDD1
MTRF1L
ZNF451
CCNC
E2F3
ASCC3
MED23
ACOT13
C6orf62
DNPH1
EXOC2
COX7A2
TENT4A
DAP
MRPS27
RNF130
CNOT6
POLR3G
DROSHA
ARRDC3
GOLPH3
FAM172A
TARS1
LNPEP
RAD1
BRIX1
LIFR
C9
TTC33
ATP6V0E1
CRBN
KPNA1
RNF7
PDCD10
USP4
GNB4
NCBP2
KLHL18
MRPL3
COMMD2
KANSL3
NCL
EPB41L5
SF3B6
EIF2B4
SNX17
NDUFS7
POLE4
CCDC88A
EFHD1
CCT4
GGCX
MOB4
HSPE1
CHMP3
STK25
ODC1
BIRC6
GORASP2
SRSF7
SOS1
NFE2L2
BCL9
ERRFI1
PARK7
WDR77
ATP5PB
DOCK7
DNAJC6
KIAA2013
MFN2
SMG7
GADD45A
RGS2
SRSF11
PHTF1
TTF2
MRPS15
MTR
KCNQ4
ETV3
ZNHIT6
PRPF3
PIK3R3
NSUN4
TMED5
DR1
ABCD3
DPH5
UTP25
SLC35A3
RCOR3
DHDDS
NSL1
RPA2
STAG1
KMT2A
KPTN
DDX59
DNAI7
VAMP8
DCLRE1B
MYL12B
CCNI
CYP20A1
GTF3C3
UBE2B
C1orf198
HEATR1
FKBP15
ABITRAM
FBXW2
INVS
ZBTB45
RBM25
ATL2
C10orf88
WDR11
ARMH3
RCL1
CAAP1
MTHFD1L
SNX19
NUDCD1
EPC1
CCDC77
PROSER1
SIL1
SERP1
TMPO
PPP3CC
ZNF706
LYPLA1
COPS5
RDH10
COIL
TEX14
PDS5A
MTIF3
MTERF4
MRPS2
RPL5
SPATA1
CCDC18
RPAP2
PMS2
HERPUD2
CBX3
CLTA
TRIM24
ECD
P4HA1
CDKN2C
RASSF8
CCDC91
NR4A1
HOXC13
TUBA1B
KBTBD4
EXOSC9
MXD4
WFDC3
NCOA5
ATP5F1E
PEDS1-UBE2V1
SNAI1
STX16
PPP4R1L
MTRR
FASTKD3
NAGK
USP22
WRNIP1
H2BC11
MAD2L1BP
GLO1
SSR1
RIOK1
SLC35B3
PHAF1
GOT2
ABCC4
HROB
DMAC2L
MIF4GD
NT5C
GTF3C4
BARHL1
GZF1
PSMF1
SNRPB
SNRPB2
RALY
DYNLRB1
PLAGL2
AGO3
ST3GAL3
TUBGCP3
PCID2
CAPNS1
SCAF1
SBDS
EMG1
TIMM17B
PCNX4
IPPK
TRAF2
WDR24
METTL25
RNF6
MTERF1
DGCR6L
CDHR3
VGF
DNAJB9
MTX2
HAT1
DUT
CHAC1
ARPP19
THAP10
ANAPC13
MBD4
PSMA1
SUMF2
CD68
PUS7L
AJUBA
TTI2
SYT5
ERMARD
CDC16
THEM6
SAFB2
RPL36
NSUN5
COLGALT1
SSBP4
GDF15
IQCN
LSM4
JUND
EIF2S3
AAR2
COX4I1
EMC8
F12
TRAF7
FMO5
PRKAB2
ZSCAN5A
SELENOS
DHX30
ARFIP2
TIMM10B
RAN
EEFSEC
LANCL2
UTP3
ITGB4
WBP2
H3-3B
GPS2
VPS13B
PCBD2
DAP3
DCAF8
IGHMBP2
TOE1
MUTYH
CTNNBL1
USPL1
CDK8
PEMT
SLC41A1
CSNK1G2
MORC2
BTG1
KRAS
IPO8
CCDC59
RRAS2
SARAF
ELP3
CDK7
VHL
MEIS2
CEPT1
AP4B1
SLC38A2
CDC73
RPS15A
ACP2
FADS2
TMEM258
GGACT
UBAC2
WDR36
ISCA1
USP30
P2RX4
PNPLA8
PHF21A
CAPRIN1
ATP5MC2
TFCP2
KRT7
ZC3H10
HNRNPA1
ACVR1B
CD164
MDM2
DYNC1LI2
COG2
STX6
DHX9
PIGC
MRPL44
EIF4E2
TMEM127
ANKRD36
EPC2
DRAM1
VPS36
SPRY2
KDELR2
ZDHHC4
DDX56
HUS1
RSAD1
NMT1
TACO1
EPRS1
ECPAS
KLF4
SLC31A1
TSTD2
NCBP1
ANP32B
ARPC5L
DERL1
APTX
ALDH1B1
KIF13A
ZSCAN9
TFAP2A
RIPK1
IER3
ATAT1
MTCH1
VARS2
FCHSD2
ANKRD42
RAB30
MRPL15
TGS1
YAP1
NDUFAF1
RPLP1
LRRC49
PLCB2
ZNF280D
GCHFR
BCAR3
GIPC2
THUMPD2
RAB1A
PREPL
FAM149B1
ASCC1
METTL5
SSB
COX17
FAM13A
HNRNPD
SEC31A
NUP54
SEPTIN11
PPA2
GSTCD
INTS12
SEC24B
GUCD1
KIF21A
CPNE8
ALG10
PHLDA1
TMTC3
KANSL2
CSAD
ESYT1
TMBIM6
ABHD13
CUL4A
NAA30
WARS1
SLC12A6
MAN2C1
TPM1
LINS1
ULK3
PCSK6
FANCI
DET1
MCTP2
PMM2
CDR2
RHOT2
TIGD7
TCF25
UTP4
CLTC
AFG3L2
GNAL
C18orf21
WRAP53
CSNK1D
NARF
FOXK2
CBX4
ZCCHC2
MISP3
SLC39A3
DUS3L
CCDC97
IFNAR1
SAE1
GEMIN7
PSMB6
ZNF473
ZNF614
RERE
C1orf216
ITGB3BP
BCL10
PRKACB
PIGK
MTF2
NUF2
RGS5
TOR1AIP1
ADAMTSL4
MCL1
GABPB2
DTL
EIF2D
TP53BP2
HAX1
GATAD2B
TTC13
SNAP47
SRP9
RHOB
CAMKMT
CALM2
RPS27A
SNRNP200
MRPS5
TMEM177
POLR2D
HSPD1
COPS7B
EIF2A
CBR4
MARCHF6
SRD5A1
RPL37
SKP2
OSMR
PLK2
SSBP2
GIN1
PPIP5K2
PAM
FBXL17
ATG12
ZMAT2
ABT1
PPP1R18
PHIP
PNRC1
C7orf26
IGFBP3
NIPSNAP2
ATXN7L1
MEPCE
ZC3HAV1L
SNX12
IGSF1
GOLGA7
LACTB2
RPL7
MTDH
NDUFB9
TATDN1
CDKN2A
ZCCHC7
SIGMAR1
WDR31
SURF4
REXO4
GTF3C5
ASB6
CIZ1
LRSAM1
PAXX
DPH7
ZEB1
FRA10AC1
TAF5
PGAP2
TUT1
EIF3M
C11orf49
CCDC82
ZC3H12C
KAT14
TKFC
MTA2
FADS1
B3GAT3
CHEK1
CNBD2
VPS51
TAOK2
ITGB1
DCUN1D2
TMCO3
MTMR12
DLAT
PIH1D2
NKAPD1
PIP4K2A
UBC
NGLY1
TMEM263
UBE3B
IPMK
RAD9B
GXYLT1
TWF1
TEX30
NDUFC2
ME3
AMN1
SAV1
FBXO4
TMEM267
CACUL1
DST
BEND6
GEMIN6
PDE3B
CWF19L2
ZNF776
PFKM
NADK2
DNAI4
HNRNPDL
RAD17
SRP19
CARHSP1
DAB2
HNRNPU
RANBP2
NR4A2
ASAP1
NMRAL1
UBALD1
ADPRHL1
TRIP12
FBXO36
KCTD15
DDAH1
SREK1
HS2ST1
NUS1
IMPACT
OTULIN
ENPP3
DIPK1A
TSEN2
CCDC174
ANKRD40
AZIN1
OTUD6B
MARVELD1
ZFYVE27
SLC16A1
ZKSCAN2
PXYLP1
DCK
DPY19L4
DRAM2
N6AMT1
SFR1
MTERF3
PTDSS1
EEF1A1
UTP14A
TBC1D31
ATAD2
NSMCE2
MALSU1
GALK2
MPV17L
PDE6D
HTR5A
DDX19B
DHRS1
AASDH
RNF111
SLC35B2
TMEM268
PSMG3
AP3S2
FANCC
FAIM
H2BC5
MITD1
CNOT11
B4GALT5
ZSCAN12
RNF166
USF1
ZNF276
CCAR2
PAXBP1
IFNAR2
GART
SON
CSRP1
RUNX1
HLCS
ADPGK
UBR1
NAE1
CTBP1
HSF2BP
RRP1B
SLX9
LSS
MCM3AP
DIP2A
C9orf116
ZER1
NEK8
SAFB
CHTOP
UBE2Q1
GBAP1
LY6K
ZNF394
VPS28
RECQL4
LRRC14
RPL8
NAPEPLD
SRSF2
SYCE2
EIF4A1
WDR90
JMJD8
ZNF75A
LBHD1
COA7
CZIB
USP24
ZSWIM5
RAVER2
LZIC
TSSK3
NFIA
OMA1
USP1
FUBP1
DNAJB4
ZNF326
C1orf74
ATF3
RBM15
B3GALNT2
DPY30
TYW5
MAIP1
CLHC1
COQ8A
PDLIM5
ARHGAP25
YY1AP1
TMEM79
SNHG16
C4orf36
CCNL1
ABHD6
U2SURP
TTC14
MTHFD2L
WDR43
MEAF6
POLR2H
TMEM41A
IFT122
GNL3
PBRM1
TASOR
SLC9B2
POC1A
HMGB2
FHIP1A
LMBRD2
NIPBL
CMBL
CAGE1
RICTOR
ANKRA2
UTP15
CCDC127
PDSS2
DAGLB
CAMLG
ZNF12
CHMP4C
PEX2
DNAAF5
INTS1
FOXK1
YWHAZ
SLC25A32
DCAF13
WASHC5
FXN
HNRNPK
ANKS6
KIAA1958
NOL6
PIGO
STOML2
INPPL1
ZNF22-AS1
TSC1
BMS1
ZNF219
BTNL9
METTL3
SLC39A13
IFI27L1
TAF1D
AMOTL1
CEP57
SPRED1
BAG5
ZNF319
HPS6
SENP8
COPS2
CCT2
ARIH1
FAM227B
ANAPC16
ILK
TAF10
USP54
PRTG
LEO1
MCM7
GOLM2
AP1G1
SLFN5
MARF1
PPIB
PCLAF
DCTN5
CCNDBP1
SMAD3
MBD6
SNRPD1
FBXO22
CDK12
ZNF23
PPP2R3B
TPM4
ANKRD11
RPL13
DHRS13
TUBA1C
ZNF701
YIF1B
PSCA
EEF2
CHAF1A
TLCD3A
GLOD4
MFSD3
CYB5D2
PRDX2
MIS12
TMEM68
FAM234A
RAB26
E4F1
ECI1
ABCA3
DDB1
ATG16L2
RPSA
CTNNB1
KIAA1586
RAB4A
MAPK1IP1L
ZCCHC4
IRF2BP2
ING5
RFWD3
ATXN2L
FEN1
MTCL1
HEXIM2
CDKN2AIP
SLC20A2
NDUFS5
CHTF8
ADAL
STX18
MAT2A
LETM1
E2F6
HNRNPH1
UBE2V2
MRPL1
SLC33A1
SNUPN
METTL15
INO80E
C15orf40
HEXD
ASPSCR1
FASN
DUS1L
DCXR
ZNF32
HNRNPF
GUSB
PDCD6IP
UBB
FOS
NUDT9
SIX2
COMMD5
ZNF16
RNF139
RPS9
MFN1
PRKCE
TMEM126B
JUNB
FAM98B
MRPL36
ZNF581
ASXL1
LRRC8D
ETFDH
PTGER4
BCL2L1
ZNF584
BPTF
SLFNL1
CTPS1
METTL18
ZNF540
MRM3
RPS7
MIR31HG
TVP23B
ZNF57
MOB3A
NME6
CYCS
MTBP
TEFM
MRPL13
ISG20
PAIP1
ZNF131
TP53RK
GNB2
GNG12
GTPBP2
ZNF24
AFF1
BANP
PPP1CA
PDE3A
MUS81
CFL1
RNASEH2C
ADCK5
COMMD1
VANGL1
DAB1
ARV1
NAA20
ZNF417
ZNF622
NMNAT1
JUP
EIF1
NET1
RBM4
XXYLT1
UBXN2A
GNG5
TRMT10C
CTU2
PIGG
ZBTB4
SNHG11
RALGAPA1
LIG4
SNAPC5
C12orf76
MSL2
GLMN
CNIH2
FBXW8
KLC2
SNHG29
ZNF408
ARHGAP1
CENPS
BANF1
TMEM9B
EIF1AD
EIF3F
SART1
ALG10B
DRAP1
UCP2
C11orf68
TMEM70
LINC00476
GPR156
AURKAIP1
TOMM5
BAIAP2
MBLAC2
CRYBG2
CHMP6
CCDC57
BNIP3
SMIM19
WDR25
ACSF3
PFN4
CDK5R1
BASP1
LRRC37A3
TYMS
TOB2P1
FAM89B
CHD9
PAWR
NR2C2
C18orf32
