Gene Names
HASPIN
JUN
CSTF2T
GBA
THAP5
NAALADL2
POLR2L
ENSG00000177788
ZNF518A
AP3S1
CENPBD1
BET1L
RIC8A
DMAP1
SH2B1
POGLUT3
PLEC
ZNF354B
BEND3
EPM2AIP1
EFCAB13
EXOSC4
TAF7
HYI
EIF3K
MRFAP1L1
EXD1
MRFAP1
RCC2
PER1
CALR
RAD23A
PTPN11
GEMIN4
MKRN3
SHARPIN
PCBP1-AS1
RNF227
PDXDC1
PUF60
PSTK
EXOC3
RCC1
PRKRA
ZNRF2
TIGD2
ZNF609
ZNF594
SMG1P3
SLC36A4
SCRIB
CMTR2
NQO1
TRAPPC5
POLR2A
OGFOD3
RNF135
GINS3
ERCC6L2
MRPS16
ARL6IP4
YBEY
NPLOC4
TSPAN10
TTC3
TSKU
ANXA2
NGRN
RPS17
ZNF721
C11orf54
CEP63
PYCR1
SLC25A21
SLC25A10
SMDT1
C2CD4C
LINC01547
SELENOF
ZNF623
JRKL
SF3A3
ASB7
UTP11
TBK1
RBM12B
TOB2
DIABLO
ADAP2
TM2D3
XPOT
KRBA2
H2BC21
SERINC4
ATL3
DYNLT2
OSBP2
APOO
TMEM186
RBM33
SUMO3
NOC4L
NDUFA6
DGAT1
INTS5
FAF1
DDX51
ZNF74
CDK10
SP140L
MRPL30
PARPBP
FAAP100
MRPL40
BRWD1
YTHDF3
PIGP
DNAH14
LAMP1
PTCH1
ZNF529
ANKRD46
BLOC1S4
ZNF555
CCDC30
KPNA4
RPS23
INSIG1
TMEM222
ZSCAN30
HEXIM1
EFCAB6
TMEM216
C3orf70
CHP1
PTMA
USP7
ZNF286A
EXD3
B3GLCT
TCEA1
FANCA
SECISBP2
ZFP69B
ZFP69
PMS2CL
ENSG00000188002
ZC3H6
TUBB4B
PP7080
CENPP
NBR1
SMIM15
RBM34
NOXA1
NHLRC3
NELFB
ADAT2
NDUFA4
ALKBH2
PNRC2
NEMP2
HMGB1
IL1RAP
ZNF250
PLEKHG4
TUBB
SUPT5H
PPIA
SUPT3H
GARS1-DT
IARS1
ZNF34
ZNF775
IPO4
MYO18A
HDAC2
TOMM7
ZNF431
SNHG17
ZNF239
CTBP1-DT
H2BU1
NOP9
PCBP2
ZNF165
DDI2
MRPL21
ZNF786
ZNF517
HNRNPAB
ZNF628
FAR1
CDC42SE1
PARVA
ZNF460
RPS26
EME2
TAF13
H4-16
ZNF181
INKA2
GPAA1
TEAD4
ZNF311
LEKR1
C1orf122
NOL8
IRAK4
GRK6
ZNF248
ZNF544
ZNF770
MIER1
MAN1A2
ZNF251
TFDP1
HSD17B11
RPS6KL1
RPL23A
TMEM116
ZNF485
PIM3
ZNF808
NBR2
TMA16
CALM1
FAN1
CEP290
TEX45
FOXJ3
CHAMP1
KTI12
RUSC2
TSEN15
LTN1
STKLD1
TYW1
APRT
SMG5
KIFBP
SGMS1
SNORD68
COX20
TATDN3
FAM229B
PCMTD2
EFCAB7
CT83
TIMM23B
BRD2
PJVK
ZBTB12
HSPA1B
MSH5
ABHD16A
C6orf47
ABCF1
PRR3
GNL1
RACK1
TBC1D8
MRPL53
TCTN1
UQCC3
ZNF783
C12orf73
C4orf46
PDE7A
PRR13
TMSB4X
ETFRF1
RP9P
CATSPER2P1
PLPP6
C21orf62-AS1
DNAJC19
HCP5
THUMPD3-AS1
SNORA57
RNU6-1
SNORD60
RNVU1-30
SELENOH
TSN
SLC48A1
SFT2D2
FAM24B
TRIM59
DNLZ
C8orf82
NDUFS3
RPL7AP4
CLIC1
CENPBD1P1
GTF2H4
EMP2
ENSG00000213963
REPIN1
TSPAN4
CPNE1
ALG3
ZNF788P
PDPR2P
EML6
B3GALT9
IFRD2
TOMM6
CSKMT
PHB2
NEURL4
ENSG00000215154
LINC00680
BASP1-AS1
VPS16
MIR17HG
MCM3AP-AS1
TMEM242
TMEM167B
CROCCP2
ENSG00000216895
NBPF1
FAM228B
TIGD1
XKR9
HDAC4-AS1
RN7SKP114
ENSG00000223635
ENSG00000223653
CCDC18-AS1
EPB41L4A-AS1
ENSG00000224505
SMIM13
ENSG00000224536
RASAL2-AS1
LINC00240
SLC9A3-AS1
JPX
FGD5-AS1
TRAM2-AS1
NOL7
PIGBOS1
BAIAP2-DT
TEX22
SLC16A1-AS1
SUGT1P1
ENSG00000226889
LINC01359
WDR11-AS1
ENSG00000227172
KLLN
PARG
DNAJC9-AS1
RBM15-AS1
MELTF-AS1
FAM174C
ENSG00000228317
HDAC2-AS2
WEE2-AS1
UBAC2-AS1
SATB1-AS1
ENSG00000229327
HYI-AS1
RALGAPA1P1
ACVR2B-AS1
ITGB1-DT
HSDL2-AS1
TPI1P2
PSMG3-AS1
ENSG00000231046
WARS2-AS1
DBIL5P
CAP1P2
RFX3-AS1
MCTS1
NDFIP2-AS1
LINC02777
LINC01780
PET117
SMG7-AS1
RGS5
SNHG7
LINC00472
PDXP-DT
LINC01719
ZNF197-AS1
ZNF529-AS1
ENSG00000233654
ENSG00000234181
SP2-AS1
FAM133B
MAPKAPK5-AS1
JRK
ENSG00000235545
B3GALT4
ELFN1-AS1
ZBTB22
ENSG00000236137
KDM4A-AS1
ZBED5
LINC00479
DNAJC9-AS1
ELOA-AS1
NIFK-AS1
ZEB1-AS1
NDUFA6-DT
SMG1P1
RGL2
LINC01409
KCNMB2-AS1
ABCA17P
ENSG00000238290
SNORD42B
SNORD54
RNU7-1
SNORD13
TXNDC5
RNF103
RBM14
NME1
ENSG00000239774
RPL23AP72
GET4
PARGP1
ZNF542P
TCAM1P
LRRFIP1P1
ISY1
PEDS1
YAE1
AMACR
SNHG3
ARFGAP3
BMS1P4-AGAP5
BMS1P4
SOX2-OT
MRPS31P5
RBM12
GABPB1-AS1
LIFR-AS1
RNF139-DT
NEAT1
CRNDE
LINC02226
BTG1-DT
SNHG6
SEPTIN7P14
RAB30-DT
LACTB2-AS1
GNAO1-DT
RASSF8-AS1
H2AJ
RGMB-AS1
DYNC1LI2-DT
BAALC-AS1
ANKRD42-DT
NUP107-DT
MIR4458HG
STX18-AS1
LINC01194
RBM14-RBM4
LINC02428
CASC11
CASC9
CEP72-DT
OSMR-DT
RNF103-CHMP3
PDCD6
MRPS31P4
GLI4
LINC00491
GLUD1P3
THAP9-AS1
MRPS30-DT
LINC02236
LINC00958
CENPS-CORT
MALAT1
LINC02482
FHIP1A-DT
MAILR
TUG1
CERNA3
MINCR
PRKDC
OTUD6B-AS1
LNCOC1
RBM12B-DT
VPS13B-DT
SUGT1P4
ENSG00000254718
EEF1G
TMEM9B-AS1
SUGT1P4-STRA6LP
DPP3
STX16-NPEPL1
SUGT1P4-STRA6LP-CCDC180
TSKU-AS1
MSH5-SAPCD1
DPP3-DT
POLR2M
BRWD1-AS2
C10orf88B
ENSG00000255647
COA8
POLG2
ZNF350
ZNF253
C17orf100
TMPO-AS1
ZNF271P
G2E3-AS1
FNBP1P1
C1GALT1P1
SLC38A2-AS1
SLC7A5P2
RTEL1
PDF
AJUBA-DT
PCNX4-DT
SRP54-AS1
LINC02820
ENSG00000258932
NDUFC2-KCTD14
MIR4713HG
ST20-MTHFS
IRAIN
LINC02352
LINC02109
CZIB-DT
MIR762HG
LINC02166
SNHG19
TMEM263-DT
SLC7A5P1
LOC100505915
LINC01572
MPV17L
EFCAB6-DT
OTULIN-DT
MPC1-DT
TMEM202-AS1
CARHSP1-DT
STAG1-DT
ISY1-RAB43
ZNF594-DT
GOSR2-DT
DLGAP1-AS2
CORO7
MRPL12
EFCAB13-DT
NFE2L1-DT
LINC00667
MIF4GD-DT
MIR3189
RNU4ATAC
MIR4470
MIR3124
OTUD7B
SNORD95
DCXR-DT
KRT8P34
TIMM23
GLUD1P2
SEC22B
MIR4519
CBX3P2
CEP192-DT
ZNF571-AS1
ZNF460-AS1
NAPA-AS1
ZSCAN16-AS1
ZNF470-DT
ZNF628-DT
NCBP2AS2
NAV2-AS6
TAF15
HSPE1-MOB4
TMEM242-DT
HERPUD2-AS1
PRKACB-DT
TP53RK-DT
BMS1P4
GOLPH3-DT
PDE7A-DT
NUP153-AS1
DAP-DT
HNRNPD-DT
DCP1A
LRRC8D-DT
ENSG00000273015
CDC37L1-DT
TAF9
NOL12
ZKSCAN2-DT
H2AC8
SNORD49B
PIGW
MYO19
VWA8-AS1
C11orf98
MCM8-AS1
HEIH
LINC00921
ARRDC3-AS1
FRG1CP
FRG1GP
GTF2IP12
MIR5087
