Gene Name
AAMP
AARS1
AASS
ABCA7
ABCB8
ABCC5
ABCF3
ABHD11
ABHD2
ABHD5
ABI1
ABI2
ABLIM2
ABT1
ACAD8
ACAD9
ACADSB
ACCS
ACLY
ACOT13
ACOT8
ACOX3
ACSL1
ACTL6A
ACTN3
ACTN4
ACTR3
ACVR1
ADCK5
ADGRL2
ADIPOR1
ADPGK
AFG3L2
AFP
AFTPH
AFTPH-DT
AGBL5
AGBL5-AS1
AGFG2
AGPAT1
AHCYL2
AIMP2
AJUBA
AJUBA-DT
AK2
AK7
AKAP10
AKAP11
AKAP8L
AKT1S1
AKTIP
ALDH6A1
ALG8
ALKBH7
AMZ2
ANAPC2
ANAPC5
ANGPT1
ANK2
ANK3
ANKFY1
ANKHD1
ANKHD1-DT
ANKHD1-EIF4EBP3
ANKRD11
ANKRD16
ANKRD30A
ANKZF1
ANP32A
ANP32E
AP1G1
AP2M1
AP2S1
AP3S2
AP4B1
AP5M1
APOLD1
ARF1
ARF3
ARFGAP3
ARFIP1
ARHGAP26
ARHGEF12
ARID2
ARID4A
ARL3
ARMH3
ARMH4
ARMT1
ARNTL
ARPC5
ARRDC4
ARSK
ASB7
ASNS
ASNSD1
ASPH
ASXL1
ATAD2
ATF2
ATF3
ATF4
ATF7IP
ATG2A
ATG9A
ATL3
ATOH1
ATP11B
ATP5F1B
ATP5MC1
ATP5ME
ATP5PD
ATP6V1C1
ATP6V1D
ATPAF2
ATXN1L
ATXN2
ATXN2-AS
ATXN2L
AUTS2
AVPI1
AZI2
B3GALNT2
B3GNTL1
BACH2
BAG1
BANCR
BANP
BBX
BCAS3
BCKDHA
BCKDHB
BCL2L1
BCL2L2
BCL2L2-PABPN1
BCL3
BCL7C
BCO1
BIRC5
BLOC1S5
BLOC1S5-TXNDC5
BNIP3
BORCS8
BORCS8-MEF2B
BRD2
BRPF1
BRWD1
BRWD1-AS2
BSDC1
BTBD10
BTF3
BTRC
BUD23
C15orf40
C15orf65
C17orf80
C17orf97
C19orf38
C19orf44
C19orf73
C1D
C1orf109
C1orf159
C1orf74
C21orf62-AS1
C22orf39
C2CD2
C2orf42
C4orf46
C6orf141
C6orf89
C8orf88
CACTIN
CALCOCO1
CALD1
CALM1
CALM2
CALM3
CALR3
CALU
CAMK2G
CAMTA1
CAMTA1-DT
CAND1
CANT1
CANX
CAPZA2
CARNMT1
CASC2
CASC3
CASKIN2
CAV1
CBR3-AS1
CBX1
CBX5
CCAR2
CCDC144NL-AS1
CCDC150
CCDC174
CCDC189
CCDC61
CCDC77
CCDC86
CCDC88A
CCDC88C
CCDC88C-DT
CCDC92
CCHCR1
CCNB2
CCNE2
CCNF
CCNG1
CCNG2
CCNI
CCPG1
CCSER2
CCT3
CCT7
CCT8
CD99P1
CDC16
CDC37L1
CDC37L1-DT
CDC42
CDC42SE1
CDC5L
CDC6
CDCA2
CDH10
CDIP1
CDK12
CDK2AP2
CDK4
CDK5
CDK5RAP3
CDKL3
CDKN2D
CEMP1
CENPF
CENPJ
CENPK
CENPL
CENPQ
CENPU
CENPX
CEP131
CEP295
CEP350
CEP83
CEP83-DT
CEP89
CEP95
CER1
CERS5
CERT1
CETN3
CFAP20
CFAP251
CHAF1A
CHCHD3
CHCHD4
CHD9
CHMP4B
CHMP5
CHMP7
CHN2
CHP1
CHPF
CHRAC1
CHST12
CHTOP
CIAO1
CIAO2A
CIC
CISD1
CITED4
CLASP1
CLEC16A
CLP1
CLTC
CLTCL1
CMC1
CNKSR3
CNNM2
CNOT1
CNOT3
CNOT9
CNP
CNPY3
COL18A1
COPB2
COPB2-DT
COPG1
COPS6
COPS7B
COTL1
COX11
COX7A2
CP
CPNE3
CRIPT
CRLS1
CRTC1
CRYZL1
CT66
CTNNB1
CTNND2
CUEDC2
CYB5AP2
CYB5RL
CYHR1
CYP1B1-AS1
CYP2AC1P
CYP51A1
CYP51A1-AS1
CYRIB
CYTH2
DAAM1
DARS2
DBP
DCAF1
DCAF11
DCAF13
DCAF16
DCAF7
DCLK1
DCLRE1B
DCUN1D4
DDA1
DDI2
DDX19B
DDX23
DDX27
DDX39A
DDX5
DEDD
DEDD2
DENR
DESI2
DET1
DGKQ
DGLUCY
DHDDS
DHX32
DHX34
DHX40
DICER1
DICER1-AS1
DIDO1
DISC1
DLD
DLEU1
DLEU2
DLGAP1-AS2
DMXL1
DMXL2
DNAJB12
DNAJB5
DNAJB5-DT
DNAJC11
DNAJC17
DNAJC30
DNAJC9-AS1
DNLZ
DNM2
DNPEP
DOCK4
DOP1B
DPPA4
DPYSL2
DPYSL3
DRC3
DSN1
DUS3L
DUSP6
DXO
DZANK1
E2F3
E2F6
EBAG9
EBLN3P
EBNA1BP2
EDEM1
EDRF1
EDRF1-DT
EEF1A1
EFCAB11
EFCAB13
EFCAB13-DT
EFCAB6
EFCAB6-DT
EFHC1
EGLN3
EHBP1
EHD1
EHF
EIF2AK3
EIF2AK3-DT
EIF2B1
EIF2B3
EIF2S1
EIF2S2
EIF3D
EIF3E
EIF4A1
EIF4A2
EIF4A3
EIF4E3
EIF4ENIF1
EIF5
EIF5B
ELF2
ELL
ELL2
ELMO1
ELMO2
ELP3
EMC6
EMC7
EMD
EMG1
EML1
EML4
ENAH
ENOPH1
ENPP4
ENSA
ENSG00000177788
ENSG00000185065
ENSG00000186019
ENSG00000187186
ENSG00000223695
ENSG00000224505
ENSG00000224613
ENSG00000227237
ENSG00000227896
ENSG00000227946
ENSG00000228801
ENSG00000229525
ENSG00000230021
ENSG00000230310
ENSG00000234072
ENSG00000234350
ENSG00000235139
ENSG00000236106
ENSG00000236866
ENSG00000237742
ENSG00000238290
ENSG00000239219
ENSG00000240063
ENSG00000244184
ENSG00000249592
ENSG00000251314
ENSG00000255647
ENSG00000259163
ENSG00000259704
ENSG00000260228
ENSG00000261335
ENSG00000268650
ENSG00000275198
ENSG00000275765
ENSG00000278390
ENY2
EP400P1
EPHA6
EPHA7
EPS15L1
ERAP1
ERCC6L2
ERGIC2
ERI1
ERICH2
ERMN
ERN1
ERO1B
ERRFI1
ESCO2
ETFDH
ETV4
ETV5
EVI5
EVI5L
EVL
EXD1
EXOC5
EXOC8
EXOSC5
EXPH5
EZH1
EZR
FAAP24
FAF2
FAM104A
FAM117A
FAM118A
FAM135A
FAM136A
